edd969c8eb82de61e98ad61a47472e77c2950dc6,DELETE,regular-file,Results/av_beadsperblob_100.txt,6762,
a45f542ffc8e2ada85a27a4637a522b4b1111ffd,DELETE,regular-file,Results/av_beadsperblob_35.txt,6762,
4a670c42c35b6682b73061c7ba1ecec85db76e56,DELETE,regular-file,Results/av_beadsperblob_50.txt,6762,
54cc3257c007756447799b0daa2fc526f3ed32b8,DELETE,regular-file,Results/av_beadsperblob_75.txt,6762,
cfec1964fee4de4a32082d6f985c4d62d5a4063e,DELETE,regular-file,Results/av_beadsperbridge_100.txt,6762,
c8b8fe96dae449acdae42555efa6e02c208d61f1,DELETE,regular-file,Results/av_beadsperbridge_35.txt,6762,
08cec437e5d102d5bccfe2d02e8d85bdd4563c05,DELETE,regular-file,Results/av_beadsperbridge_50.txt,6762,
cf4282e661437834043864901532d6cf940d84b7,DELETE,regular-file,Results/av_beadsperbridge_75.txt,6762,
22866452b236314a50d6e272d60e86078297a9b6,DELETE,regular-file,Results/av_cluster_radius_100.txt,6762,
567fd2e9fd84f861af2a305ecd97bdb62170bb0f,DELETE,regular-file,Results/av_cluster_radius_35.txt,6762,
b2fed352e170de669adda51aea1f31dc5b9b83ed,DELETE,regular-file,Results/av_cluster_radius_50.txt,6762,
c245897b893ae8ed498237a541a278af2ab664d0,DELETE,regular-file,Results/av_cluster_radius_75.txt,6762,
1b4ff143d69f78453b5ab3e628ab0254689ce696,DELETE,regular-file,Results/av_dist11_100.txt,6762,
99b2a97232d0e001c6f1f775e8127b0881bbd033,DELETE,regular-file,Results/av_dist11_35.txt,6762,
aa32fef012dc4092fde5639907df157a4452f3f7,DELETE,regular-file,Results/av_dist11_50.txt,6762,
8a2f56eb97adf7d6a129cbf89b3b37f8f2392767,DELETE,regular-file,Results/av_dist11_75.txt,6762,
81d2b96715f55d2a3e7cf366ecbcaf6a0c3fbae7,DELETE,regular-file,Results/av_dist121_100.txt,6762,
54634d2524938a8c383d0d81821583afcc3706ba,DELETE,regular-file,Results/av_dist121_35.txt,6762,
6a6473ae36227320b706b3da8924b754c0efd114,DELETE,regular-file,Results/av_dist121_50.txt,6762,
9f8b5a0c53b65cb6cf752e7014419d0fc6004b1a,DELETE,regular-file,Results/av_dist121_75.txt,6762,
ae80ff214f3e2b3d9033fe7383b01d11898c316c,DELETE,regular-file,Results/av_distperbead_100.txt,6762,
eefe1da2b6246a323cffb3570633299d149f0b6b,DELETE,regular-file,Results/av_distperbead_35.txt,6762,
68ec06408f63c6c6841f59a3dcd076e03d60457a,DELETE,regular-file,Results/av_distperbead_50.txt,6762,
1e73cbb61bc91a9ab2fbe86c96c1767ccae7bfc6,DELETE,regular-file,Results/av_distperbead_75.txt,6762,
7906874d54508f21c4d831e77db2f6e3f3a0eef8,DELETE,regular-file,Results/av_numberofblobs_100.txt,6762,
d8995a146131c314861cb2c3e5c099ba79496dd8,DELETE,regular-file,Results/av_numberofblobs_35.txt,6762,
32eeb5404951c2afb9b973ecb3bf05b5b99f36e2,DELETE,regular-file,Results/av_numberofblobs_50.txt,6762,
79d2c77314bea0f0925e6f62131989f84a01b6a2,DELETE,regular-file,Results/av_numberofblobs_75.txt,6762,
d295f4eeb0ca6423170f3fd4f509e2a7c9c2eaf1,DELETE,regular-file,Results/av_numberofbridges_100.txt,6762,
16a2c00d5eba3a0122f06084ef3bb6628a9e4056,DELETE,regular-file,Results/av_numberofbridges_35.txt,6762,
723480dcc293e75f36b9cb0fa5b36c05d99af114,DELETE,regular-file,Results/av_numberofbridges_50.txt,6762,
f39f8f6edeab071ea516baaf35158d415a85bc0a,DELETE,regular-file,Results/av_numberofbridges_75.txt,6762,
bb95037032804daec29cd66a5bc821f19ec4fe51,DELETE,regular-file,Results/av_totaldist_100.txt,6762,
3c1d3e3ab588bb43f673eb7999798772c395c69c,DELETE,regular-file,Results/av_totaldist_35.txt,6762,
92d4e07b4573ebddabea157df8cfa8fd795af571,DELETE,regular-file,Results/av_totaldist_50.txt,6762,
e7925cb64e98878d53630053fc2a43f72351858b,DELETE,regular-file,Results/av_totaldist_75.txt,6762,
4e1487bb7340356a252f78821346ab1b27d17c3c,DELETE,regular-file,Results/radius_av_100.txt,65000,
0f28272364ea9e4c5d1d6025f2f96e171748ff3e,DELETE,regular-file,Results/radius_av_35.txt,65000,
d9e1b4ac82a85c51df3d317c510b6ee5039f3005,DELETE,regular-file,Results/radius_av_50.txt,65000,
1c73b896e275677e9aa25a8f6c3cdc2541c89910,DELETE,regular-file,Results/radius_av_75.txt,65000,
